Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Hyundai,Eon,1.0 Kappa Era +,Manual,Petrol,247000,74000,6,Chennai
Hyundai,Eon,1.0 Kappa Magna (O) AirBag,Manual,Petrol,243000,80000,7,Chennai
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,188000,31000,9,Ahmedabad
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,171000,43211,10,Ahmedabad
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,191000,77906,9,Bangalore
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,177000,59335,10,Bangalore
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,180000,44500,10,Bangalore
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,182000,81000,9,Hyderabad
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,165000,63000,10,Kolkata
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,173000,41275,10,Kolkata
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,167000,38958,10,Kolkata
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,188000,35000,9,Kolkata
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,190000,81162,9,Mumbai
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,200000,42035,8,Pune
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,160000,70000,10,Pune
Hyundai,Eon,1.0 Kappa Magna + [2014-2016],Manual,Petrol,178000,89000,9,Pune
Renault,Kwid [2015-2019],1.0 Marvel Iron Man Edition,Manual,Petrol,277000,47928,6,Bangalore
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,238000,33000,6,Vadodara
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,225000,59371,7,Bangalore
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,254000,35000,6,Bangalore
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,212000,39468,7,Faridabad
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,214000,46598,7,Hyderabad
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,442000,10138,3,Kolkata
Renault,Kwid [2015-2019],1.0 RXL AMT [2017-2019],Automatic,Petrol,251000,35000,6,Kolkata
Renault,Kwid,1.0 RXL Edition,Manual,Petrol,249000,46000,6,Kolkata
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,294000,74000,5,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,309000,24349,5,Chennai
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,300000,35000,6,Delhi
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,245000,132747,7,Gurgaon
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,331000,22000,4,Gurgaon
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,295000,54000,6,Delhi
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,290000,74000,6,Delhi
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,280000,30000,7,Delhi
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,256000,50000,8,Mumbai
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,330000,10000,5,Mumbai
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,276000,64000,6,Thane
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,254000,17474,8,Navi
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,302000,33000,6,Kolkata
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,284000,84900,8,Mumbai
Renault,Kwid [2019-2022],1.0 RXT,Manual,Petrol,371000,25000,4,Pune
Renault,Kwid [2019-2022],1.0 RXT,Manual,Petrol,349000,36000,4,Pune
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,400000,4695,3,Bangalore
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,323000,50000,4,Chennai
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,399000,8000,3,Delhi
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,298000,21578,5,Thane
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,469000,10663,5,Bangalore
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,315000,40000,4,Delhi
Renault,Kwid,1.0 RXT AMT Opt,Automatic (AMT),Petrol,491000,12000,3,Kolkata
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,214000,42000,8,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,382000,17152,3,Bangalore
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,280000,41993,6,Bangalore
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,277000,53488,6,Bangalore
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,318000,25000,4,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,258000,61000,6,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,235000,42193,7,Coimbatore
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,210000,72548,8,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,257000,40000,6,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,293000,15500,5,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,242000,19500,7,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,262000,44000,6,Chennai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,239000,38000,7,Noida
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,235000,41270,7,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,233000,72000,7,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,269000,21000,6,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,261000,21000,7,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,279000,45000,6,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,236000,23800,8,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,255000,43000,7,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,255000,41000,7,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,261000,19400,7,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,235000,43263,7,Thane
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,289000,12041,7,Bangalore
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,475000,11000,3,Kolkata
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,283000,21000,6,Kolkata
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,288000,21000,7,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,253000,54000,7,Pune
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,239000,28000,8,Pune
Renault,Kwid [2015-2019],1.0 RXT Edition,Manual,Petrol,264000,35000,6,Delhi
Renault,Kwid [2015-2019],1.0 RXT Edition,Manual,Petrol,270000,12000,6,Mumbai
Renault,Kwid [2015-2019],1.0 RXT Edition,Manual,Petrol,227000,9500,7,Pune
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,368000,55637,5,Chennai
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,378000,30200,5,Kolkata
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,365000,10982,7,Delhi
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,395000,53607,5,Ahmedabad
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,404000,73117,5,Delhi
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,445000,34562,5,Delhi
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,325000,43000,7,Delhi
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,399000,46851,5,Kolkata
Renault,Kwid,1.0 RXT Opt,Manual,Petrol,395000,12114,5,Pune
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,241000,52226,6,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,215000,46732,8,Bangalore
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,300000,18354,4,Ghaziabad
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,295000,32178,4,Ghaziabad
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,299000,14267,4,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,260000,48689,6,Mumbai
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,288000,41000,4,Pune
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,498000,46746,3,Delhi
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,498000,24000,3,Delhi
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,453000,13749,3,Kolkata
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,464000,46581,4,Mumbai
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,449000,14172,3,Pune
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,219000,57000,8,Pune
Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Manual,Petrol,223000,40180,8,Pune
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,211000,51000,8,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,230000,67000,7,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,229000,58647,7,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,209000,82000,8,Ahmedabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,251000,41000,7,Bangalore
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,256000,18959,7,Bangalore
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,276000,52000,5,Kharar
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,231000,51289,7,Chennai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,275000,56000,5,Chennai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,219000,46000,8,Chennai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,248000,53014,7,Delhi
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,205000,73635,8,Noida
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,250000,56758,6,Noida
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,232000,58000,7,Faridabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,232000,48000,7,Gurgaon
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,227000,53193,8,Delhi
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,221000,80000,8,Delhi
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,206000,80000,8,Pune
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,245000,72190,6,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,202000,95000,8,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,218000,95000,8,Mumbai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,229000,60000,7,Hyderabad
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,278000,46000,5,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,236000,108632,6,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,220000,84900,8,Mumbai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,228000,49000,8,Mumbai
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,217000,39000,8,Pune
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,249000,61201,6,Pune
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,216000,24500,8,Pune
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,296000,52000,5,Kharar
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,229000,28000,8,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,287000,18800,8,De;hi
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,274000,55000,6,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,227000,92000,8,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,225000,40000,8,Kolkata
Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Manual,Petrol,224000,74973,8,Kharagpur
Hyundai,i20 Active,1.2 Base,Manual,Petrol,479000,68000,5,Bangalore
Hyundai,i20 Active,1.2 Base,Manual,Petrol,401000,57201,7,Delhi
Hyundai,i20 Active,1.2 Base,Manual,Petrol,478000,70000,5,Delhi
Hyundai,i20 Active,1.2 Base,Manual,Petrol,441000,58000,6,Delhi
Hyundai,i20 Active,1.2 Base,Manual,Petrol,304000,71368,9,Hyderabad
Hyundai,i20 Active,1.2 Base,Manual,Petrol,363000,62500,8,Mumbai
Hyundai,i20 Active,1.2 Base,Manual,Petrol,333000,53664,9,Mumbai
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,368000,30653,6,Chennai
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,441000,36000,5,Delhi
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,329000,139000,6,Kolkata
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,439000,39683,5,Mumbai
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,498000,139000,6,Kolkata
Honda,Amaze [2018-2021],1.2 E MT Petrol,Manual,Petrol,492000,39683,5,Mumbai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,239000,48000,9,Ahmedabad
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,249000,73570,9,Bangalore
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,234000,45000,10,Bangalore
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,212000,66000,10,Chennai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,235000,45002,9,Noida
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,250000,71000,9,Delhi
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,249000,75000,9,Delhi
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,263000,22811,9,Mumbai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,266000,12500,9,Mumbai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,247000,83000,9,Mumbai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,252000,63500,9,Mumbai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,232000,66000,10,Chennai
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,256000,24000,9,Kolkata
Honda,Amaze [2013-2016],1.2 E i-VTEC,Manual,Petrol,256000,45200,9,Kolkata
Honda,Amaze [2013-2016],1.2 EX i-VTEC,Manual,Petrol,224000,85002,10,Noida
Honda,Amaze [2013-2016],1.2 EX i-VTEC,Manual,Petrol,246000,59000,10,Mumbai
Honda,Amaze [2013-2016],1.2 EX i-VTEC,Manual,Petrol,297000,130000,8,Kolkata
Chevrolet,Sail,1.2 LS,Manual,Petrol,218000,80000,10,Pune
Chevrolet,Sail,1.2 LS,Manual,Petrol,233000,20900,10,Pune
Hyundai,i20 Active,1.2 S,Manual,Petrol,334000,71000,9,Ahmedabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,329000,65000,9,Ahmedabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,368000,57144,8,Ahmedabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,423000,92000,7,Bangalore
Hyundai,i20 Active,1.2 S,Manual,Petrol,477000,68183,6,Bangalore
Hyundai,i20 Active,1.2 S,Manual,Petrol,473000,75000,6,Bangalore
Hyundai,i20 Active,1.2 S,Manual,Petrol,358000,72000,9,Bangalore
Hyundai,i20 Active,1.2 S,Manual,Petrol,345000,32000,9,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,506000,14000,5,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,319000,95989,9,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,357000,90400,8,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,351000,90703,8,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,407000,45641,7,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,417000,28000,7,Chennai
Hyundai,i20 Active,1.2 S,Manual,Petrol,423000,91000,7,Delhi
Hyundai,i20 Active,1.2 S,Manual,Petrol,445000,45000,7,Delhi
Hyundai,i20 Active,1.2 S,Manual,Petrol,482000,66193,5,Hyderabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,375000,39800,8,Hyderabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,310000,120000,9,Hyderabad
Hyundai,i20 Active,1.2 S,Manual,Petrol,407000,54490,7,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,369000,55000,8,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,337000,47234,9,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,351000,88648,9,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,417000,16000,8,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,453000,27000,7,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,451000,31584,6,Thane
Hyundai,i20 Active,1.2 S,Manual,Petrol,400000,55000,7,Thane
Hyundai,i20 Active,1.2 S,Manual,Petrol,499000,33068,5,Navi
Hyundai,i20 Active,1.2 S,Manual,Petrol,481000,60000,6,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,453000,114000,6,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,416000,22085,7,Pune
Hyundai,i20 Active,1.2 S,Manual,Petrol,446000,49575,6,Pune
Hyundai,i20 Active,1.2 S,Manual,Petrol,331000,68907,9,Pune
Hyundai,i20 Active,1.2 S,Manual,Petrol,321000,105000,9,Pune
Hyundai,i20 Active,1.2 S,Manual,Petrol,502000,19253,5,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,485000,57000,5,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,353000,95000,8,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,458000,29000,6,Kolkata
Hyundai,i20 Active,1.2 S,Manual,Petrol,398000,60000,8,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,341000,116615,9,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,501000,21643,6,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,468000,85880,6,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,411000,29900,8,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,459000,14118,7,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,313000,61000,9,Ahmedabad
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,333000,65979,8,Ahmedabad
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,305000,60156,10,Bangalore
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,462000,26414,5,Chennai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,311000,51000,9,Chennai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,334000,62000,9,Delhi
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,397000,77000,7,Delhi
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,305000,59000,10,Delhi
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,400000,71000,7,Delhi
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,307000,53000,10,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,414000,37000,7,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,370000,56000,8,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,362000,75000,8,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,360000,90800,7,Pune
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,481000,40000,8,Kolkata
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,458000,47925,10,Mumbai
Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Automatic,Petrol,422000,76000,8,Mumbai
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,516000,26414,5,Chennai
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,561000,34000,4,Chennai
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,621000,22265,4,Delhi
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,557000,36000,5,Delhi
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,668000,43188,3,Delhi
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,554000,42000,5,Delhi
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,520000,17780,5,Hyderabad
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,515000,32000,5,Kolkata
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,567000,19463,5,Mumbai
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,559000,32094,4,Thane
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,463000,47000,6,Pune
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,672000,22265,4,Delhi
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,546000,32000,5,Kolkata
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,555000,48000,6,Mumbai
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,601000,32200,4,Pune
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,549000,21715,5,Pune
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,603000,3864,4,Pune
Honda,Amaze [2018-2021],1.2 S CVT Petrol,Automatic (CVT),Petrol,657000,18158,3,Pune
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,430000,80306,5,Ahmedabad
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,490000,54000,4,Mohali
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,403000,67000,6,Chennai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,415000,34000,6,Chennai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,563000,7900,3,Chennai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,606000,24000,2,Coimbatore
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,453000,39703,5,Chennai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,502000,20500,4,Chennai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,537000,48000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,553000,19000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,545000,34000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,540000,43000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,539000,44000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,445000,55000,5,Noida
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,447000,55000,5,Faridabad
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,445000,47000,6,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,549000,27000,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,494000,38000,5,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,549000,27100,4,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,443000,51000,6,Delhi
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,442000,53204,6,Mumbai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,460000,15954,6,Mumbai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,442000,53000,6,Mumbai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,426000,87000,6,Mumbai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,554000,23753,3,Pune
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,532000,54351,4,Mohali
